Zählpunktbezeichnung;Kennzahl;Zählernummer;Exportiere ab;Exportiere bis;Exportiere ab;Exportiere bis
AT0090000000000000000000000049656;1-1:1.9.0 P.01;;01.10.2023;31.10.2023;00:00;00:00
Startdatum;Startuhrzeit;Enddatum;Enduhrzeit;Verbrauch (in kWh);Zählerstand um 24 Uhr (in kWh);Status
12.10.2023;08:45;12.10.2023;09:00;0,000;-;Wahrer Wert
12.10.2023;09:00;12.10.2023;09:15;0,000;-;Wahrer Wert
12.10.2023;09:15;12.10.2023;09:30;0,001;-;Wahrer Wert
12.10.2023;09:30;12.10.2023;09:45;0,000;-;Wahrer Wert
12.10.2023;09:45;12.10.2023;10:00;0,000;-;Wahrer Wert
12.10.2023;10:00;12.10.2023;10:15;0,000;-;Wahrer Wert
12.10.2023;10:15;12.10.2023;10:30;0,000;-;Wahrer Wert
12.10.2023;10:30;12.10.2023;10:45;0,000;-;Wahrer Wert
12.10.2023;10:45;12.10.2023;11:00;0,000;-;Wahrer Wert
12.10.2023;11:00;12.10.2023;11:15;0,000;-;Wahrer Wert
12.10.2023;11:15;12.10.2023;11:30;0,000;-;Wahrer Wert
12.10.2023;11:30;12.10.2023;11:45;0,052;-;Wahrer Wert
12.10.2023;11:45;12.10.2023;12:00;0,064;-;Wahrer Wert
12.10.2023;12:00;12.10.2023;12:15;0,000;-;Wahrer Wert
12.10.2023;12:15;12.10.2023;12:30;0,000;-;Wahrer Wert
12.10.2023;12:30;12.10.2023;12:45;0,000;-;Wahrer Wert
12.10.2023;12:45;12.10.2023;13:00;0,106;-;Wahrer Wert
12.10.2023;13:00;12.10.2023;13:15;0,006;-;Wahrer Wert
12.10.2023;13:15;12.10.2023;13:30;0,031;-;Wahrer Wert
12.10.2023;13:30;12.10.2023;13:45;0,163;-;Wahrer Wert
12.10.2023;13:45;12.10.2023;14:00;0,013;-;Wahrer Wert
12.10.2023;14:00;12.10.2023;14:15;0,091;-;Wahrer Wert
12.10.2023;14:15;12.10.2023;14:30;0,112;-;Wahrer Wert
12.10.2023;14:30;12.10.2023;14:45;0,053;-;Wahrer Wert
12.10.2023;14:45;12.10.2023;15:00;0,052;-;Wahrer Wert
12.10.2023;15:00;12.10.2023;15:15;0,056;-;Wahrer Wert
12.10.2023;15:15;12.10.2023;15:30;0,012;-;Wahrer Wert
12.10.2023;15:30;12.10.2023;15:45;0,036;-;Wahrer Wert
12.10.2023;15:45;12.10.2023;16:00;0,120;-;Wahrer Wert
12.10.2023;16:00;12.10.2023;16:15;0,171;-;Wahrer Wert
12.10.2023;16:15;12.10.2023;16:30;0,266;-;Wahrer Wert
12.10.2023;16:30;12.10.2023;16:45;0,283;-;Wahrer Wert
12.10.2023;16:45;12.10.2023;17:00;0,162;-;Wahrer Wert
12.10.2023;17:00;12.10.2023;17:15;0,136;-;Wahrer Wert
12.10.2023;17:15;12.10.2023;17:30;0,030;-;Wahrer Wert
12.10.2023;17:30;12.10.2023;17:45;0,050;-;Wahrer Wert
12.10.2023;17:45;12.10.2023;18:00;0,064;-;Wahrer Wert
12.10.2023;18:00;12.10.2023;18:15;0,330;-;Wahrer Wert
12.10.2023;18:15;12.10.2023;18:30;0,092;-;Wahrer Wert
12.10.2023;18:30;12.10.2023;18:45;0,187;-;Wahrer Wert
12.10.2023;18:45;12.10.2023;19:00;0,083;-;Wahrer Wert
12.10.2023;19:00;12.10.2023;19:15;0,097;-;Wahrer Wert
12.10.2023;19:15;12.10.2023;19:30;0,085;-;Wahrer Wert
12.10.2023;19:30;12.10.2023;19:45;0,094;-;Wahrer Wert
12.10.2023;19:45;12.10.2023;20:00;0,081;-;Wahrer Wert
12.10.2023;20:00;12.10.2023;20:15;0,102;-;Wahrer Wert
12.10.2023;20:15;12.10.2023;20:30;0,126;-;Wahrer Wert
12.10.2023;20:30;12.10.2023;20:45;0,095;-;Wahrer Wert
12.10.2023;20:45;12.10.2023;21:00;0,083;-;Wahrer Wert
12.10.2023;21:00;12.10.2023;21:15;0,114;-;Wahrer Wert
12.10.2023;21:15;12.10.2023;21:30;0,121;-;Wahrer Wert
12.10.2023;21:30;12.10.2023;21:45;0,105;-;Wahrer Wert
12.10.2023;21:45;12.10.2023;22:00;0,065;-;Wahrer Wert
12.10.2023;22:00;12.10.2023;22:15;0,072;-;Wahrer Wert
12.10.2023;22:15;12.10.2023;22:30;0,076;-;Wahrer Wert
12.10.2023;22:30;12.10.2023;22:45;0,078;-;Wahrer Wert
12.10.2023;22:45;12.10.2023;23:00;0,059;-;Wahrer Wert
12.10.2023;23:00;12.10.2023;23:15;0,066;-;Wahrer Wert
12.10.2023;23:15;12.10.2023;23:30;0,057;-;Wahrer Wert
12.10.2023;23:30;12.10.2023;23:45;0,078;-;Wahrer Wert
12.10.2023;23:45;13.10.2023;00:00;0,051;-;Wahrer Wert
13.10.2023;00:00;13.10.2023;00:15;0,064;-;Wahrer Wert
13.10.2023;00:15;13.10.2023;00:30;0,063;-;Wahrer Wert
13.10.2023;00:30;13.10.2023;00:45;0,076;-;Wahrer Wert
13.10.2023;00:45;13.10.2023;01:00;0,059;-;Wahrer Wert
13.10.2023;01:00;13.10.2023;01:15;0,064;-;Wahrer Wert
13.10.2023;01:15;13.10.2023;01:30;0,053;-;Wahrer Wert
13.10.2023;01:30;13.10.2023;01:45;0,068;-;Wahrer Wert
13.10.2023;01:45;13.10.2023;02:00;0,072;-;Wahrer Wert
13.10.2023;02:00;13.10.2023;02:15;0,060;-;Wahrer Wert
13.10.2023;02:15;13.10.2023;02:30;0,053;-;Wahrer Wert
13.10.2023;02:30;13.10.2023;02:45;0,064;-;Wahrer Wert
13.10.2023;02:45;13.10.2023;03:00;0,068;-;Wahrer Wert
13.10.2023;03:00;13.10.2023;03:15;0,075;-;Wahrer Wert
13.10.2023;03:15;13.10.2023;03:30;0,055;-;Wahrer Wert
13.10.2023;03:30;13.10.2023;03:45;0,063;-;Wahrer Wert
13.10.2023;03:45;13.10.2023;04:00;0,069;-;Wahrer Wert
13.10.2023;04:00;13.10.2023;04:15;0,072;-;Wahrer Wert
13.10.2023;04:15;13.10.2023;04:30;0,056;-;Wahrer Wert
13.10.2023;04:30;13.10.2023;04:45;0,058;-;Wahrer Wert
13.10.2023;04:45;13.10.2023;05:00;0,059;-;Wahrer Wert
13.10.2023;05:00;13.10.2023;05:15;0,081;-;Wahrer Wert
13.10.2023;05:15;13.10.2023;05:30;0,063;-;Wahrer Wert
13.10.2023;05:30;13.10.2023;05:45;0,057;-;Wahrer Wert
13.10.2023;05:45;13.10.2023;06:00;0,060;-;Wahrer Wert
13.10.2023;06:00;13.10.2023;06:15;0,064;-;Wahrer Wert
13.10.2023;06:15;13.10.2023;06:30;0,076;-;Wahrer Wert
13.10.2023;06:30;13.10.2023;06:45;0,050;-;Wahrer Wert
13.10.2023;06:45;13.10.2023;07:00;0,063;-;Wahrer Wert
13.10.2023;07:00;13.10.2023;07:15;0,057;-;Wahrer Wert
13.10.2023;07:15;13.10.2023;07:30;0,082;-;Wahrer Wert
13.10.2023;07:30;13.10.2023;07:45;0,077;-;Wahrer Wert
13.10.2023;07:45;13.10.2023;08:00;0,064;-;Wahrer Wert
13.10.2023;08:00;13.10.2023;08:15;0,029;-;Wahrer Wert
13.10.2023;08:15;13.10.2023;08:30;0,051;-;Wahrer Wert
13.10.2023;08:30;13.10.2023;08:45;0,001;-;Wahrer Wert
13.10.2023;08:45;13.10.2023;09:00;0,001;-;Wahrer Wert
13.10.2023;09:00;13.10.2023;09:15;0,000;-;Wahrer Wert
13.10.2023;09:15;13.10.2023;09:30;0,000;-;Wahrer Wert
13.10.2023;09:30;13.10.2023;09:45;0,000;-;Wahrer Wert
13.10.2023;09:45;13.10.2023;10:00;0,000;-;Wahrer Wert
13.10.2023;10:00;13.10.2023;10:15;0,000;-;Wahrer Wert
13.10.2023;10:15;13.10.2023;10:30;0,000;-;Wahrer Wert
13.10.2023;10:30;13.10.2023;10:45;0,000;-;Wahrer Wert
13.10.2023;10:45;13.10.2023;11:00;0,000;-;Wahrer Wert
13.10.2023;11:00;13.10.2023;11:15;0,000;-;Wahrer Wert
13.10.2023;11:15;13.10.2023;11:30;0,032;-;Wahrer Wert
13.10.2023;11:30;13.10.2023;11:45;0,165;-;Wahrer Wert
13.10.2023;11:45;13.10.2023;12:00;0,203;-;Wahrer Wert
13.10.2023;12:00;13.10.2023;12:15;0,000;-;Wahrer Wert
13.10.2023;12:15;13.10.2023;12:30;0,000;-;Wahrer Wert
13.10.2023;12:30;13.10.2023;12:45;0,000;-;Wahrer Wert
13.10.2023;12:45;13.10.2023;13:00;0,000;-;Wahrer Wert
13.10.2023;13:00;13.10.2023;13:15;0,000;-;Wahrer Wert
13.10.2023;13:15;13.10.2023;13:30;0,000;-;Wahrer Wert
13.10.2023;13:30;13.10.2023;13:45;0,000;-;Wahrer Wert
13.10.2023;13:45;13.10.2023;14:00;0,000;-;Wahrer Wert
13.10.2023;14:00;13.10.2023;14:15;0,000;-;Wahrer Wert
13.10.2023;14:15;13.10.2023;14:30;0,000;-;Wahrer Wert
13.10.2023;14:30;13.10.2023;14:45;0,000;-;Wahrer Wert
13.10.2023;14:45;13.10.2023;15:00;0,000;-;Wahrer Wert
13.10.2023;15:00;13.10.2023;15:15;0,000;-;Wahrer Wert
13.10.2023;15:15;13.10.2023;15:30;0,000;-;Wahrer Wert
13.10.2023;15:30;13.10.2023;15:45;0,000;-;Wahrer Wert
13.10.2023;15:45;13.10.2023;16:00;0,281;-;Wahrer Wert
13.10.2023;16:00;13.10.2023;16:15;0,529;-;Wahrer Wert
13.10.2023;16:15;13.10.2023;16:30;0,309;-;Wahrer Wert
13.10.2023;16:30;13.10.2023;16:45;0,970;-;Wahrer Wert
13.10.2023;16:45;13.10.2023;17:00;2,461;-;Wahrer Wert
13.10.2023;17:00;13.10.2023;17:15;2,554;-;Wahrer Wert
13.10.2023;17:15;13.10.2023;17:30;2,644;-;Wahrer Wert
13.10.2023;17:30;13.10.2023;17:45;2,860;-;Wahrer Wert
13.10.2023;17:45;13.10.2023;18:00;0,983;-;Wahrer Wert
13.10.2023;18:00;13.10.2023;18:15;0,208;-;Wahrer Wert
13.10.2023;18:15;13.10.2023;18:30;0,270;-;Wahrer Wert
13.10.2023;18:30;13.10.2023;18:45;0,271;-;Wahrer Wert
13.10.2023;18:45;13.10.2023;19:00;0,214;-;Wahrer Wert
13.10.2023;19:00;13.10.2023;19:15;0,079;-;Wahrer Wert
13.10.2023;19:15;13.10.2023;19:30;0,077;-;Wahrer Wert
13.10.2023;19:30;13.10.2023;19:45;0,097;-;Wahrer Wert
13.10.2023;19:45;13.10.2023;20:00;0,072;-;Wahrer Wert
13.10.2023;20:00;13.10.2023;20:15;0,070;-;Wahrer Wert
13.10.2023;20:15;13.10.2023;20:30;0,068;-;Wahrer Wert
13.10.2023;20:30;13.10.2023;20:45;0,089;-;Wahrer Wert
13.10.2023;20:45;13.10.2023;21:00;0,078;-;Wahrer Wert
13.10.2023;21:00;13.10.2023;21:15;0,082;-;Wahrer Wert
13.10.2023;21:15;13.10.2023;21:30;0,097;-;Wahrer Wert
13.10.2023;21:30;13.10.2023;21:45;0,110;-;Wahrer Wert
13.10.2023;21:45;13.10.2023;22:00;0,116;-;Wahrer Wert
13.10.2023;22:00;13.10.2023;22:15;0,098;-;Wahrer Wert
13.10.2023;22:15;13.10.2023;22:30;0,083;-;Wahrer Wert
13.10.2023;22:30;13.10.2023;22:45;0,062;-;Wahrer Wert
13.10.2023;22:45;13.10.2023;23:00;0,082;-;Wahrer Wert
13.10.2023;23:00;13.10.2023;23:15;0,059;-;Wahrer Wert
13.10.2023;23:15;13.10.2023;23:30;0,063;-;Wahrer Wert
13.10.2023;23:30;13.10.2023;23:45;0,059;-;Wahrer Wert
13.10.2023;23:45;14.10.2023;00:00;0,070;-;Wahrer Wert
14.10.2023;00:00;14.10.2023;00:15;0,650;-;Wahrer Wert
14.10.2023;00:15;14.10.2023;00:30;0,424;-;Wahrer Wert
14.10.2023;00:30;14.10.2023;00:45;0,430;-;Wahrer Wert
14.10.2023;00:45;14.10.2023;01:00;0,378;-;Wahrer Wert
14.10.2023;01:00;14.10.2023;01:15;0,074;-;Wahrer Wert
14.10.2023;01:15;14.10.2023;01:30;0,061;-;Wahrer Wert
14.10.2023;01:30;14.10.2023;01:45;0,060;-;Wahrer Wert
14.10.2023;01:45;14.10.2023;02:00;0,062;-;Wahrer Wert
14.10.2023;02:00;14.10.2023;02:15;0,069;-;Wahrer Wert
14.10.2023;02:15;14.10.2023;02:30;0,073;-;Wahrer Wert
14.10.2023;02:30;14.10.2023;02:45;0,059;-;Wahrer Wert
14.10.2023;02:45;14.10.2023;03:00;0,062;-;Wahrer Wert
14.10.2023;03:00;14.10.2023;03:15;0,074;-;Wahrer Wert
14.10.2023;03:15;14.10.2023;03:30;0,089;-;Wahrer Wert
14.10.2023;03:30;14.10.2023;03:45;0,075;-;Wahrer Wert
14.10.2023;03:45;14.10.2023;04:00;0,066;-;Wahrer Wert
14.10.2023;04:00;14.10.2023;04:15;0,067;-;Wahrer Wert
14.10.2023;04:15;14.10.2023;04:30;0,082;-;Wahrer Wert
14.10.2023;04:30;14.10.2023;04:45;0,076;-;Wahrer Wert
14.10.2023;04:45;14.10.2023;05:00;0,067;-;Wahrer Wert
14.10.2023;05:00;14.10.2023;05:15;0,067;-;Wahrer Wert
14.10.2023;05:15;14.10.2023;05:30;0,065;-;Wahrer Wert
14.10.2023;05:30;14.10.2023;05:45;0,086;-;Wahrer Wert
14.10.2023;05:45;14.10.2023;06:00;0,065;-;Wahrer Wert
14.10.2023;06:00;14.10.2023;06:15;0,066;-;Wahrer Wert
14.10.2023;06:15;14.10.2023;06:30;0,066;-;Wahrer Wert
14.10.2023;06:30;14.10.2023;06:45;0,083;-;Wahrer Wert
14.10.2023;06:45;14.10.2023;07:00;0,072;-;Wahrer Wert
14.10.2023;07:00;14.10.2023;07:15;0,071;-;Wahrer Wert
14.10.2023;07:15;14.10.2023;07:30;0,051;-;Wahrer Wert
14.10.2023;07:30;14.10.2023;07:45;0,058;-;Wahrer Wert
14.10.2023;07:45;14.10.2023;08:00;0,052;-;Wahrer Wert
14.10.2023;08:00;14.10.2023;08:15;0,035;-;Wahrer Wert
14.10.2023;08:15;14.10.2023;08:30;0,028;-;Wahrer Wert
14.10.2023;08:30;14.10.2023;08:45;0,000;-;Wahrer Wert
14.10.2023;08:45;14.10.2023;09:00;0,000;-;Wahrer Wert
14.10.2023;09:00;14.10.2023;09:15;0,035;-;Wahrer Wert
14.10.2023;09:15;14.10.2023;09:30;0,401;-;Wahrer Wert
14.10.2023;09:30;14.10.2023;09:45;0,128;-;Wahrer Wert
14.10.2023;09:45;14.10.2023;10:00;0,000;-;Wahrer Wert
14.10.2023;10:00;14.10.2023;10:15;0,051;-;Wahrer Wert
14.10.2023;10:15;14.10.2023;10:30;0,000;-;Wahrer Wert
14.10.2023;10:30;14.10.2023;10:45;0,125;-;Wahrer Wert
14.10.2023;10:45;14.10.2023;11:00;0,037;-;Wahrer Wert
14.10.2023;11:00;14.10.2023;11:15;0,001;-;Wahrer Wert
14.10.2023;11:15;14.10.2023;11:30;0,000;-;Wahrer Wert
14.10.2023;11:30;14.10.2023;11:45;0,220;-;Wahrer Wert
14.10.2023;11:45;14.10.2023;12:00;0,157;-;Wahrer Wert
14.10.2023;12:00;14.10.2023;12:15;0,000;-;Wahrer Wert
14.10.2023;12:15;14.10.2023;12:30;0,000;-;Wahrer Wert
14.10.2023;12:30;14.10.2023;12:45;0,000;-;Wahrer Wert
14.10.2023;12:45;14.10.2023;13:00;0,000;-;Wahrer Wert
14.10.2023;13:00;14.10.2023;13:15;0,029;-;Wahrer Wert
14.10.2023;13:15;14.10.2023;13:30;0,000;-;Wahrer Wert
14.10.2023;13:30;14.10.2023;13:45;0,000;-;Wahrer Wert
14.10.2023;13:45;14.10.2023;14:00;0,000;-;Wahrer Wert
14.10.2023;14:00;14.10.2023;14:15;0,000;-;Wahrer Wert
14.10.2023;14:15;14.10.2023;14:30;0,000;-;Wahrer Wert
14.10.2023;14:30;14.10.2023;14:45;0,000;-;Wahrer Wert
14.10.2023;14:45;14.10.2023;15:00;0,000;-;Wahrer Wert
14.10.2023;15:00;14.10.2023;15:15;0,000;-;Wahrer Wert
14.10.2023;15:15;14.10.2023;15:30;0,000;-;Wahrer Wert
14.10.2023;15:30;14.10.2023;15:45;0,000;-;Wahrer Wert
14.10.2023;15:45;14.10.2023;16:00;0,000;-;Wahrer Wert
14.10.2023;16:00;14.10.2023;16:15;0,017;-;Wahrer Wert
14.10.2023;16:15;14.10.2023;16:30;0,012;-;Wahrer Wert
14.10.2023;16:30;14.10.2023;16:45;0,020;-;Wahrer Wert
14.10.2023;16:45;14.10.2023;17:00;0,057;-;Wahrer Wert
14.10.2023;17:00;14.10.2023;17:15;0,060;-;Wahrer Wert
14.10.2023;17:15;14.10.2023;17:30;0,061;-;Wahrer Wert
14.10.2023;17:30;14.10.2023;17:45;0,068;-;Wahrer Wert
14.10.2023;17:45;14.10.2023;18:00;0,099;-;Wahrer Wert
14.10.2023;18:00;14.10.2023;18:15;0,078;-;Wahrer Wert
14.10.2023;18:15;14.10.2023;18:30;0,080;-;Wahrer Wert
14.10.2023;18:30;14.10.2023;18:45;0,069;-;Wahrer Wert
14.10.2023;18:45;14.10.2023;19:00;0,090;-;Wahrer Wert
14.10.2023;19:00;14.10.2023;19:15;0,078;-;Wahrer Wert
14.10.2023;19:15;14.10.2023;19:30;0,071;-;Wahrer Wert
14.10.2023;19:30;14.10.2023;19:45;0,059;-;Wahrer Wert
14.10.2023;19:45;14.10.2023;20:00;0,071;-;Wahrer Wert
14.10.2023;20:00;14.10.2023;20:15;0,083;-;Wahrer Wert
14.10.2023;20:15;14.10.2023;20:30;0,105;-;Wahrer Wert
14.10.2023;20:30;14.10.2023;20:45;0,094;-;Wahrer Wert
14.10.2023;20:45;14.10.2023;21:00;0,096;-;Wahrer Wert
14.10.2023;21:00;14.10.2023;21:15;0,095;-;Wahrer Wert
14.10.2023;21:15;14.10.2023;21:30;0,097;-;Wahrer Wert
14.10.2023;21:30;14.10.2023;21:45;0,081;-;Wahrer Wert
14.10.2023;21:45;14.10.2023;22:00;0,075;-;Wahrer Wert
14.10.2023;22:00;14.10.2023;22:15;0,091;-;Wahrer Wert
14.10.2023;22:15;14.10.2023;22:30;0,096;-;Wahrer Wert
14.10.2023;22:30;14.10.2023;22:45;0,082;-;Wahrer Wert
14.10.2023;22:45;14.10.2023;23:00;0,054;-;Wahrer Wert
14.10.2023;23:00;14.10.2023;23:15;0,064;-;Wahrer Wert
14.10.2023;23:15;14.10.2023;23:30;0,073;-;Wahrer Wert
14.10.2023;23:30;14.10.2023;23:45;0,069;-;Wahrer Wert
14.10.2023;23:45;15.10.2023;00:00;0,060;-;Wahrer Wert
15.10.2023;00:00;15.10.2023;00:15;0,058;-;Wahrer Wert
15.10.2023;00:15;15.10.2023;00:30;0,063;-;Wahrer Wert
15.10.2023;00:30;15.10.2023;00:45;0,068;-;Wahrer Wert
15.10.2023;00:45;15.10.2023;01:00;0,062;-;Wahrer Wert
15.10.2023;01:00;15.10.2023;01:15;0,054;-;Wahrer Wert
15.10.2023;01:15;15.10.2023;01:30;0,074;-;Wahrer Wert
15.10.2023;01:30;15.10.2023;01:45;0,066;-;Wahrer Wert
15.10.2023;01:45;15.10.2023;02:00;0,069;-;Wahrer Wert
15.10.2023;02:00;15.10.2023;02:15;0,054;-;Wahrer Wert
15.10.2023;02:15;15.10.2023;02:30;0,064;-;Wahrer Wert
15.10.2023;02:30;15.10.2023;02:45;0,059;-;Wahrer Wert
15.10.2023;02:45;15.10.2023;03:00;0,081;-;Wahrer Wert
15.10.2023;03:00;15.10.2023;03:15;0,058;-;Wahrer Wert
15.10.2023;03:15;15.10.2023;03:30;0,062;-;Wahrer Wert
15.10.2023;03:30;15.10.2023;03:45;0,060;-;Wahrer Wert
15.10.2023;03:45;15.10.2023;04:00;0,078;-;Wahrer Wert
15.10.2023;04:00;15.10.2023;04:15;0,064;-;Wahrer Wert
15.10.2023;04:15;15.10.2023;04:30;0,060;-;Wahrer Wert
15.10.2023;04:30;15.10.2023;04:45;0,052;-;Wahrer Wert
15.10.2023;04:45;15.10.2023;05:00;0,070;-;Wahrer Wert
15.10.2023;05:00;15.10.2023;05:15;0,072;-;Wahrer Wert
15.10.2023;05:15;15.10.2023;05:30;0,057;-;Wahrer Wert
15.10.2023;05:30;15.10.2023;05:45;0,058;-;Wahrer Wert
15.10.2023;05:45;15.10.2023;06:00;1,911;-;Wahrer Wert
15.10.2023;06:00;15.10.2023;06:15;2,732;-;Wahrer Wert
15.10.2023;06:15;15.10.2023;06:30;2,728;-;Wahrer Wert
15.10.2023;06:30;15.10.2023;06:45;2,719;-;Wahrer Wert
15.10.2023;06:45;15.10.2023;07:00;2,722;-;Wahrer Wert
15.10.2023;07:00;15.10.2023;07:15;2,724;-;Wahrer Wert
15.10.2023;07:15;15.10.2023;07:30;2,732;-;Wahrer Wert
15.10.2023;07:30;15.10.2023;07:45;2,728;-;Wahrer Wert
15.10.2023;07:45;15.10.2023;08:00;2,663;-;Wahrer Wert
15.10.2023;08:00;15.10.2023;08:15;0,712;-;Wahrer Wert
15.10.2023;08:15;15.10.2023;08:30;0,063;-;Wahrer Wert
15.10.2023;08:30;15.10.2023;08:45;0,013;-;Wahrer Wert
15.10.2023;08:45;15.10.2023;09:00;0,000;-;Wahrer Wert
15.10.2023;09:00;15.10.2023;09:15;0,001;-;Wahrer Wert
15.10.2023;09:15;15.10.2023;09:30;0,000;-;Wahrer Wert
15.10.2023;09:30;15.10.2023;09:45;0,000;-;Wahrer Wert
15.10.2023;09:45;15.10.2023;10:00;0,215;-;Wahrer Wert
15.10.2023;10:00;15.10.2023;10:15;0,079;-;Wahrer Wert
15.10.2023;10:15;15.10.2023;10:30;0,233;-;Wahrer Wert
15.10.2023;10:30;15.10.2023;10:45;0,156;-;Wahrer Wert
15.10.2023;10:45;15.10.2023;11:00;0,004;-;Wahrer Wert
15.10.2023;11:00;15.10.2023;11:15;0,026;-;Wahrer Wert
15.10.2023;11:15;15.10.2023;11:30;0,163;-;Wahrer Wert
15.10.2023;11:30;15.10.2023;11:45;0,775;-;Wahrer Wert
15.10.2023;11:45;15.10.2023;12:00;1,112;-;Wahrer Wert
15.10.2023;12:00;15.10.2023;12:15;0,430;-;Wahrer Wert
15.10.2023;12:15;15.10.2023;12:30;0,373;-;Wahrer Wert
15.10.2023;12:30;15.10.2023;12:45;0,333;-;Wahrer Wert
15.10.2023;12:45;15.10.2023;13:00;0,108;-;Wahrer Wert
15.10.2023;13:00;15.10.2023;13:15;0,000;-;Wahrer Wert
15.10.2023;13:15;15.10.2023;13:30;0,000;-;Wahrer Wert
15.10.2023;13:30;15.10.2023;13:45;0,002;-;Wahrer Wert
15.10.2023;13:45;15.10.2023;14:00;0,004;-;Wahrer Wert
15.10.2023;14:00;15.10.2023;14:15;0,000;-;Wahrer Wert
15.10.2023;14:15;15.10.2023;14:30;0,000;-;Wahrer Wert
15.10.2023;14:30;15.10.2023;14:45;0,000;-;Wahrer Wert
15.10.2023;14:45;15.10.2023;15:00;0,013;-;Wahrer Wert
15.10.2023;15:00;15.10.2023;15:15;0,000;-;Wahrer Wert
15.10.2023;15:15;15.10.2023;15:30;0,000;-;Wahrer Wert
15.10.2023;15:30;15.10.2023;15:45;0,000;-;Wahrer Wert
15.10.2023;15:45;15.10.2023;16:00;0,001;-;Wahrer Wert
15.10.2023;16:00;15.10.2023;16:15;0,000;-;Wahrer Wert
15.10.2023;16:15;15.10.2023;16:30;0,002;-;Wahrer Wert
15.10.2023;16:30;15.10.2023;16:45;0,040;-;Wahrer Wert
15.10.2023;16:45;15.10.2023;17:00;0,062;-;Wahrer Wert
15.10.2023;17:00;15.10.2023;17:15;0,089;-;Wahrer Wert
15.10.2023;17:15;15.10.2023;17:30;0,083;-;Wahrer Wert
15.10.2023;17:30;15.10.2023;17:45;0,321;-;Wahrer Wert
15.10.2023;17:45;15.10.2023;18:00;0,244;-;Wahrer Wert
15.10.2023;18:00;15.10.2023;18:15;0,188;-;Wahrer Wert
15.10.2023;18:15;15.10.2023;18:30;0,197;-;Wahrer Wert
15.10.2023;18:30;15.10.2023;18:45;0,239;-;Wahrer Wert
15.10.2023;18:45;15.10.2023;19:00;0,231;-;Wahrer Wert
15.10.2023;19:00;15.10.2023;19:15;0,120;-;Wahrer Wert
15.10.2023;19:15;15.10.2023;19:30;0,091;-;Wahrer Wert
15.10.2023;19:30;15.10.2023;19:45;0,091;-;Wahrer Wert
15.10.2023;19:45;15.10.2023;20:00;0,099;-;Wahrer Wert
15.10.2023;20:00;15.10.2023;20:15;0,085;-;Wahrer Wert
15.10.2023;20:15;15.10.2023;20:30;0,091;-;Wahrer Wert
15.10.2023;20:30;15.10.2023;20:45;0,090;-;Wahrer Wert
15.10.2023;20:45;15.10.2023;21:00;0,768;-;Wahrer Wert
15.10.2023;21:00;15.10.2023;21:15;0,262;-;Wahrer Wert
15.10.2023;21:15;15.10.2023;21:30;0,090;-;Wahrer Wert
15.10.2023;21:30;15.10.2023;21:45;0,084;-;Wahrer Wert
15.10.2023;21:45;15.10.2023;22:00;0,066;-;Wahrer Wert
15.10.2023;22:00;15.10.2023;22:15;0,064;-;Wahrer Wert
15.10.2023;22:15;15.10.2023;22:30;0,059;-;Wahrer Wert
15.10.2023;22:30;15.10.2023;22:45;0,078;-;Wahrer Wert
15.10.2023;22:45;15.10.2023;23:00;0,072;-;Wahrer Wert
15.10.2023;23:00;15.10.2023;23:15;0,060;-;Wahrer Wert
15.10.2023;23:15;15.10.2023;23:30;0,060;-;Wahrer Wert
15.10.2023;23:30;15.10.2023;23:45;0,066;-;Wahrer Wert
15.10.2023;23:45;16.10.2023;00:00;0,081;-;Wahrer Wert
16.10.2023;00:00;16.10.2023;00:15;0,057;-;Wahrer Wert
16.10.2023;00:15;16.10.2023;00:30;0,063;-;Wahrer Wert
16.10.2023;00:30;16.10.2023;00:45;0,053;-;Wahrer Wert
16.10.2023;00:45;16.10.2023;01:00;0,087;-;Wahrer Wert
16.10.2023;01:00;16.10.2023;01:15;0,058;-;Wahrer Wert
16.10.2023;01:15;16.10.2023;01:30;0,061;-;Wahrer Wert
16.10.2023;01:30;16.10.2023;01:45;0,051;-;Wahrer Wert
16.10.2023;01:45;16.10.2023;02:00;0,083;-;Wahrer Wert
16.10.2023;02:00;16.10.2023;02:15;0,078;-;Wahrer Wert
16.10.2023;02:15;16.10.2023;02:30;0,062;-;Wahrer Wert
16.10.2023;02:30;16.10.2023;02:45;0,053;-;Wahrer Wert
16.10.2023;02:45;16.10.2023;03:00;0,067;-;Wahrer Wert
16.10.2023;03:00;16.10.2023;03:15;0,080;-;Wahrer Wert
16.10.2023;03:15;16.10.2023;03:30;0,068;-;Wahrer Wert
16.10.2023;03:30;16.10.2023;03:45;0,060;-;Wahrer Wert
16.10.2023;03:45;16.10.2023;04:00;0,066;-;Wahrer Wert
16.10.2023;04:00;16.10.2023;04:15;0,069;-;Wahrer Wert
16.10.2023;04:15;16.10.2023;04:30;0,072;-;Wahrer Wert
16.10.2023;04:30;16.10.2023;04:45;0,058;-;Wahrer Wert
16.10.2023;04:45;16.10.2023;05:00;0,058;-;Wahrer Wert
16.10.2023;05:00;16.10.2023;05:15;0,068;-;Wahrer Wert
16.10.2023;05:15;16.10.2023;05:30;0,072;-;Wahrer Wert
16.10.2023;05:30;16.10.2023;05:45;0,076;-;Wahrer Wert
16.10.2023;05:45;16.10.2023;06:00;0,064;-;Wahrer Wert
