Start;Ende;Verbrauch (kWh) - Gesamtverbrauch;Zählerstand (kWh) - Gesamtverbrauch
 04.07.2023 23:15:00; 04.07.2023 23:30:00;0,07;24514,695
 04.07.2023 23:30:00; 04.07.2023 23:45:00;0,057;24514,752
 04.07.2023 23:45:00; 05.07.2023 00:00:00;0,074;24514,826
 05.07.2023 00:00:00; 05.07.2023 00:15:00;0,077;24514,903
 05.07.2023 00:15:00; 05.07.2023 00:30:00;0,083;24514,986
 05.07.2023 00:30:00; 05.07.2023 00:45:00;0,062;24515,048
 05.07.2023 00:45:00; 05.07.2023 01:00:00;0,065;24515,113
 05.07.2023 01:00:00; 05.07.2023 01:15:00;0,058;24515,171
 05.07.2023 01:15:00; 05.07.2023 01:30:00;0,059;24515,23
 05.07.2023 01:30:00; 05.07.2023 01:45:00;0,07;24515,3
 05.07.2023 01:45:00; 05.07.2023 02:00:00;0,078;24515,378
 05.07.2023 02:00:00; 05.07.2023 02:15:00;0,074;24515,452
 05.07.2023 02:15:00; 05.07.2023 02:30:00;0,061;24515,513
 05.07.2023 02:30:00; 05.07.2023 02:45:00;0,064;24515,577
 05.07.2023 02:45:00; 05.07.2023 03:00:00;0,052;24515,629
 05.07.2023 03:00:00; 05.07.2023 03:15:00;0,07;24515,699
 05.07.2023 03:15:00; 05.07.2023 03:30:00;0,079;24515,778
 05.07.2023 03:30:00; 05.07.2023 03:45:00;0,086;24515,864
 05.07.2023 03:45:00; 05.07.2023 04:00:00;0,07;24515,934
 05.07.2023 04:00:00; 05.07.2023 04:15:00;0,065;24515,999
 05.07.2023 04:15:00; 05.07.2023 04:30:00;0,059;24516,058
 05.07.2023 04:30:00; 05.07.2023 04:45:00;0,058;24516,116
 05.07.2023 04:45:00; 05.07.2023 05:00:00;0,063;24516,179
 05.07.2023 05:00:00; 05.07.2023 05:15:00;0,075;24516,254
 05.07.2023 05:15:00; 05.07.2023 05:30:00;0,117;24516,371
 05.07.2023 05:30:00; 05.07.2023 05:45:00;0,053;24516,424
 05.07.2023 05:45:00; 05.07.2023 06:00:00;0,051;24516,475
 05.07.2023 06:00:00; 05.07.2023 06:15:00;0,017;24516,492
 05.07.2023 06:15:00; 05.07.2023 06:30:00;0,004;24516,496
 05.07.2023 06:30:00; 05.07.2023 06:45:00;0,001;24516,497
 05.07.2023 06:45:00; 05.07.2023 07:00:00;0;24516,497
 05.07.2023 07:00:00; 05.07.2023 07:15:00;0;24516,497
 05.07.2023 07:15:00; 05.07.2023 07:30:00;0;24516,497
 05.07.2023 07:30:00; 05.07.2023 07:45:00;0;24516,497
 05.07.2023 07:45:00; 05.07.2023 08:00:00;0;24516,497
 05.07.2023 08:00:00; 05.07.2023 08:15:00;0;24516,497
 05.07.2023 08:15:00; 05.07.2023 08:30:00;0,012;24516,509
 05.07.2023 08:30:00; 05.07.2023 08:45:00;0,001;24516,51
 05.07.2023 08:45:00; 05.07.2023 09:00:00;0,007;24516,517
 05.07.2023 09:00:00; 05.07.2023 09:15:00;0;24516,517
 05.07.2023 09:15:00; 05.07.2023 09:30:00;0;24516,517
 05.07.2023 09:30:00; 05.07.2023 09:45:00;0;24516,517
 05.07.2023 09:45:00; 05.07.2023 10:00:00;0;24516,517
 05.07.2023 10:00:00; 05.07.2023 10:15:00;0;24516,517
 05.07.2023 10:15:00; 05.07.2023 10:30:00;0;24516,517
 05.07.2023 10:30:00; 05.07.2023 10:45:00;0,001;24516,518
 05.07.2023 10:45:00; 05.07.2023 11:00:00;0,005;24516,523
 05.07.2023 11:00:00; 05.07.2023 11:15:00;0;24516,523
 05.07.2023 11:15:00; 05.07.2023 11:30:00;0;24516,523
 05.07.2023 11:30:00; 05.07.2023 11:45:00;0;24516,523
 05.07.2023 11:45:00; 05.07.2023 12:00:00;0;24516,523
 05.07.2023 12:00:00; 05.07.2023 12:15:00;0;24516,523
 05.07.2023 12:15:00; 05.07.2023 12:30:00;0,163;24516,686
 05.07.2023 12:30:00; 05.07.2023 12:45:00;0,102;24516,788
 05.07.2023 12:45:00; 05.07.2023 13:00:00;0,058;24516,846
 05.07.2023 13:00:00; 05.07.2023 13:15:00;0;24516,846
 05.07.2023 13:15:00; 05.07.2023 13:30:00;0,029;24516,875
 05.07.2023 13:30:00; 05.07.2023 13:45:00;0;24516,875
 05.07.2023 13:45:00; 05.07.2023 14:00:00;0,123;24516,998
 05.07.2023 14:00:00; 05.07.2023 14:15:00;0,293;24517,291
 05.07.2023 14:15:00; 05.07.2023 14:30:00;0,009;24517,3
 05.07.2023 14:30:00; 05.07.2023 14:45:00;0,155;24517,455
 05.07.2023 14:45:00; 05.07.2023 15:00:00;0,069;24517,524
 05.07.2023 15:00:00; 05.07.2023 15:15:00;0,002;24517,526
 05.07.2023 15:15:00; 05.07.2023 15:30:00;0,222;24517,748
 05.07.2023 15:30:00; 05.07.2023 15:45:00;0,156;24517,904
 05.07.2023 15:45:00; 05.07.2023 16:00:00;0,026;24517,93
 05.07.2023 16:00:00; 05.07.2023 16:15:00;0,187;24518,117
 05.07.2023 16:15:00; 05.07.2023 16:30:00;0,02;24518,137
 05.07.2023 16:30:00; 05.07.2023 16:45:00;0,051;24518,188
 05.07.2023 16:45:00; 05.07.2023 17:00:00;0,076;24518,264
 05.07.2023 17:00:00; 05.07.2023 17:15:00;0,028;24518,292
 05.07.2023 17:15:00; 05.07.2023 17:30:00;0,001;24518,293
 05.07.2023 17:30:00; 05.07.2023 17:45:00;0,138;24518,431
 05.07.2023 17:45:00; 05.07.2023 18:00:00;0,08;24518,511
 05.07.2023 18:00:00; 05.07.2023 18:15:00;0,02;24518,531
 05.07.2023 18:15:00; 05.07.2023 18:30:00;0,027;24518,558
 05.07.2023 18:30:00; 05.07.2023 18:45:00;0,045;24518,603
 05.07.2023 18:45:00; 05.07.2023 19:00:00;0,046;24518,649
 05.07.2023 19:00:00; 05.07.2023 19:15:00;0,02;24518,669
 05.07.2023 19:15:00; 05.07.2023 19:30:00;0,011;24518,68
 05.07.2023 19:30:00; 05.07.2023 19:45:00;0,024;24518,704
 05.07.2023 19:45:00; 05.07.2023 20:00:00;0,041;24518,745
 05.07.2023 20:00:00; 05.07.2023 20:15:00;0,072;24518,817
 05.07.2023 20:15:00; 05.07.2023 20:30:00;0,067;24518,884
 05.07.2023 20:30:00; 05.07.2023 20:45:00;0,13;24519,014
 05.07.2023 20:45:00; 05.07.2023 21:00:00;0,139;24519,153
 05.07.2023 21:00:00; 05.07.2023 21:15:00;0,152;24519,305
 05.07.2023 21:15:00; 05.07.2023 21:30:00;0,147;24519,452
 05.07.2023 21:30:00; 05.07.2023 21:45:00;0,172;24519,624
 05.07.2023 21:45:00; 05.07.2023 22:00:00;0,105;24519,729
 05.07.2023 22:00:00; 05.07.2023 22:15:00;0,107;24519,836
 05.07.2023 22:15:00; 05.07.2023 22:30:00;0,091;24519,927
 05.07.2023 22:30:00; 05.07.2023 22:45:00;0,081;24520,008
 05.07.2023 22:45:00; 05.07.2023 23:00:00;0,07;24520,078
 05.07.2023 23:00:00; 05.07.2023 23:15:00;0,069;24520,147
 05.07.2023 23:15:00; 05.07.2023 23:30:00;0,088;24520,235
 05.07.2023 23:30:00; 05.07.2023 23:45:00;0,077;24520,312
 05.07.2023 23:45:00; 06.07.2023 00:00:00;0,068;24520,38
 06.07.2023 00:00:00; 06.07.2023 00:15:00;0,057;24520,437
 06.07.2023 00:15:00; 06.07.2023 00:30:00;0,064;24520,501
 06.07.2023 00:30:00; 06.07.2023 00:45:00;0,055;24520,556
 06.07.2023 00:45:00; 06.07.2023 01:00:00;0,073;24520,629
 06.07.2023 01:00:00; 06.07.2023 01:15:00;0,08;24520,709
 06.07.2023 01:15:00; 06.07.2023 01:30:00;0,067;24520,776
 06.07.2023 01:30:00; 06.07.2023 01:45:00;0,067;24520,843
 06.07.2023 01:45:00; 06.07.2023 02:00:00;0,056;24520,899
 06.07.2023 02:00:00; 06.07.2023 02:15:00;0,059;24520,958
 06.07.2023 02:15:00; 06.07.2023 02:30:00;0,062;24521,02
 06.07.2023 02:30:00; 06.07.2023 02:45:00;0,074;24521,094
 06.07.2023 02:45:00; 06.07.2023 03:00:00;0,08;24521,174
 06.07.2023 03:00:00; 06.07.2023 03:15:00;0,091;24521,265
 06.07.2023 03:15:00; 06.07.2023 03:30:00;0,093;24521,358
 06.07.2023 03:30:00; 06.07.2023 03:45:00;0,079;24521,437
 06.07.2023 03:45:00; 06.07.2023 04:00:00;0,087;24521,524
 06.07.2023 04:00:00; 06.07.2023 04:15:00;0,088;24521,612
 06.07.2023 04:15:00; 06.07.2023 04:30:00;0,073;24521,685
 06.07.2023 04:30:00; 06.07.2023 04:45:00;0,081;24521,766
 06.07.2023 04:45:00; 06.07.2023 05:00:00;0,058;24521,824
 06.07.2023 05:00:00; 06.07.2023 05:15:00;0,063;24521,887
 06.07.2023 05:15:00; 06.07.2023 05:30:00;0,055;24521,942
 06.07.2023 05:30:00; 06.07.2023 05:45:00;0,058;24522
 06.07.2023 05:45:00; 06.07.2023 06:00:00;0,054;24522,054
 06.07.2023 06:00:00; 06.07.2023 06:15:00;0,069;24522,123
 06.07.2023 06:15:00; 06.07.2023 06:30:00;0,049;24522,172
 06.07.2023 06:30:00; 06.07.2023 06:45:00;0,013;24522,185
 06.07.2023 06:45:00; 06.07.2023 07:00:00;0,016;24522,201
 06.07.2023 07:00:00; 06.07.2023 07:15:00;0,002;24522,203
 06.07.2023 07:15:00; 06.07.2023 07:30:00;0,001;24522,204
 06.07.2023 07:30:00; 06.07.2023 07:45:00;0;24522,204
 06.07.2023 07:45:00; 06.07.2023 08:00:00;0;24522,204
 06.07.2023 08:00:00; 06.07.2023 08:15:00;0;24522,204
 06.07.2023 08:15:00; 06.07.2023 08:30:00;0;24522,204
 06.07.2023 08:30:00; 06.07.2023 08:45:00;0,065;24522,269
 06.07.2023 08:45:00; 06.07.2023 09:00:00;0,002;24522,271
 06.07.2023 09:00:00; 06.07.2023 09:15:00;0;24522,271
 06.07.2023 09:15:00; 06.07.2023 09:30:00;0,063;24522,334
 06.07.2023 09:30:00; 06.07.2023 09:45:00;0,007;24522,341
 06.07.2023 09:45:00; 06.07.2023 10:00:00;0;24522,341
 06.07.2023 10:00:00; 06.07.2023 10:15:00;0;24522,341
 06.07.2023 10:15:00; 06.07.2023 10:30:00;0;24522,341
 06.07.2023 10:30:00; 06.07.2023 10:45:00;0;24522,341
 06.07.2023 10:45:00; 06.07.2023 11:00:00;0;24522,341
 06.07.2023 11:00:00; 06.07.2023 11:15:00;0,049;24522,39
 06.07.2023 11:15:00; 06.07.2023 11:30:00;0,342;24522,732
 06.07.2023 11:30:00; 06.07.2023 11:45:00;0,054;24522,786
 06.07.2023 11:45:00; 06.07.2023 12:00:00;0,117;24522,903
 06.07.2023 12:00:00; 06.07.2023 12:15:00;0,125;24523,028
 06.07.2023 12:15:00; 06.07.2023 12:30:00;0,418;24523,446
 06.07.2023 12:30:00; 06.07.2023 12:45:00;0,024;24523,47
 06.07.2023 12:45:00; 06.07.2023 13:00:00;0,116;24523,586
 06.07.2023 13:00:00; 06.07.2023 13:15:00;0,095;24523,681
 06.07.2023 13:15:00; 06.07.2023 13:30:00;0,111;24523,792
 06.07.2023 13:30:00; 06.07.2023 13:45:00;0,245;24524,037
 06.07.2023 13:45:00; 06.07.2023 14:00:00;0;24524,037
 06.07.2023 14:00:00; 06.07.2023 14:15:00;0;24524,037
 06.07.2023 14:15:00; 06.07.2023 14:30:00;0;24524,037
 06.07.2023 14:30:00; 06.07.2023 14:45:00;0;24524,037
 06.07.2023 14:45:00; 06.07.2023 15:00:00;0;24524,037
 06.07.2023 15:00:00; 06.07.2023 15:15:00;0;24524,037
 06.07.2023 15:15:00; 06.07.2023 15:30:00;0,001;24524,038
 06.07.2023 15:30:00; 06.07.2023 15:45:00;0;24524,038
 06.07.2023 15:45:00; 06.07.2023 16:00:00;0;24524,038
 06.07.2023 16:00:00; 06.07.2023 16:15:00;0;24524,038
 06.07.2023 16:15:00; 06.07.2023 16:30:00;0;24524,038
 06.07.2023 16:30:00; 06.07.2023 16:45:00;0,005;24524,043
 06.07.2023 16:45:00; 06.07.2023 17:00:00;0;24524,043
 06.07.2023 17:00:00; 06.07.2023 17:15:00;0,019;24524,062
 06.07.2023 17:15:00; 06.07.2023 17:30:00;0,053;24524,115
 06.07.2023 17:30:00; 06.07.2023 17:45:00;0,059;24524,174
 06.07.2023 17:45:00; 06.07.2023 18:00:00;0,105;24524,279
 06.07.2023 18:00:00; 06.07.2023 18:15:00;0,007;24524,286
 06.07.2023 18:15:00; 06.07.2023 18:30:00;0,047;24524,333
 06.07.2023 18:30:00; 06.07.2023 18:45:00;0,077;24524,41
 06.07.2023 18:45:00; 06.07.2023 19:00:00;0,074;24524,484
 06.07.2023 19:00:00; 06.07.2023 19:15:00;0;24524,484
 06.07.2023 19:15:00; 06.07.2023 19:30:00;0;24524,484
 06.07.2023 19:30:00; 06.07.2023 19:45:00;0,001;24524,485
 06.07.2023 19:45:00; 06.07.2023 20:00:00;0;24524,485
 06.07.2023 20:00:00; 06.07.2023 20:15:00;0,007;24524,492
 06.07.2023 20:15:00; 06.07.2023 20:30:00;0,043;24524,535
 06.07.2023 20:30:00; 06.07.2023 20:45:00;0,072;24524,607
 06.07.2023 20:45:00; 06.07.2023 21:00:00;0,097;24524,704
 06.07.2023 21:00:00; 06.07.2023 21:15:00;0,09;24524,794
 06.07.2023 21:15:00; 06.07.2023 21:30:00;0,093;24524,887
 06.07.2023 21:30:00; 06.07.2023 21:45:00;0,098;24524,985
 06.07.2023 21:45:00; 06.07.2023 22:00:00;0,082;24525,067
 06.07.2023 22:00:00; 06.07.2023 22:15:00;0,094;24525,161
 06.07.2023 22:15:00; 06.07.2023 22:30:00;0,102;24525,263
 06.07.2023 22:30:00; 06.07.2023 22:45:00;0,098;24525,361
 06.07.2023 22:45:00; 06.07.2023 23:00:00;0,082;24525,443
 06.07.2023 23:00:00; 06.07.2023 23:15:00;0,064;24525,507
 06.07.2023 23:15:00; 06.07.2023 23:30:00;0,072;24525,579
 06.07.2023 23:30:00; 06.07.2023 23:45:00;0,068;24525,647
 06.07.2023 23:45:00; 07.07.2023 00:00:00;0,097;24525,744
 07.07.2023 00:00:00; 07.07.2023 00:15:00;0,08;24525,824
 07.07.2023 00:15:00; 07.07.2023 00:30:00;0,087;24525,911
 07.07.2023 00:30:00; 07.07.2023 00:45:00;0,058;24525,969
 07.07.2023 00:45:00; 07.07.2023 01:00:00;0,065;24526,034
 07.07.2023 01:00:00; 07.07.2023 01:15:00;0,064;24526,098
 07.07.2023 01:15:00; 07.07.2023 01:30:00;0,063;24526,161
 07.07.2023 01:30:00; 07.07.2023 01:45:00;0,087;24526,248
 07.07.2023 01:45:00; 07.07.2023 02:00:00;0,075;24526,323
 07.07.2023 02:00:00; 07.07.2023 02:15:00;0,072;24526,395
 07.07.2023 02:15:00; 07.07.2023 02:30:00;0,064;24526,459
 07.07.2023 02:30:00; 07.07.2023 02:45:00;0,072;24526,531
 07.07.2023 02:45:00; 07.07.2023 03:00:00;0,06;24526,591
 07.07.2023 03:00:00; 07.07.2023 03:15:00;0,084;24526,675
 07.07.2023 03:15:00; 07.07.2023 03:30:00;0,085;24526,76
 07.07.2023 03:30:00; 07.07.2023 03:45:00;0,073;24526,833
 07.07.2023 03:45:00; 07.07.2023 04:00:00;0,071;24526,904
 07.07.2023 04:00:00; 07.07.2023 04:15:00;0,059;24526,963
 07.07.2023 04:15:00; 07.07.2023 04:30:00;0,059;24527,022
 07.07.2023 04:30:00; 07.07.2023 04:45:00;0,068;24527,09
 07.07.2023 04:45:00; 07.07.2023 05:00:00;0,073;24527,163
 07.07.2023 05:00:00; 07.07.2023 05:15:00;0,077;24527,24
 07.07.2023 05:15:00; 07.07.2023 05:30:00;0,045;24527,285
 07.07.2023 05:30:00; 07.07.2023 05:45:00;0,042;24527,327
 07.07.2023 05:45:00; 07.07.2023 06:00:00;0,041;24527,368
 07.07.2023 06:00:00; 07.07.2023 06:15:00;0,016;24527,384
 07.07.2023 06:15:00; 07.07.2023 06:30:00;0,019;24527,403
 07.07.2023 06:30:00; 07.07.2023 06:45:00;0;24527,403
 07.07.2023 06:45:00; 07.07.2023 07:00:00;0;24527,403
 07.07.2023 07:00:00; 07.07.2023 07:15:00;0;24527,403
 07.07.2023 07:15:00; 07.07.2023 07:30:00;0;24527,403
 07.07.2023 07:30:00; 07.07.2023 07:45:00;0,021;24527,424
 07.07.2023 07:45:00; 07.07.2023 08:00:00;0,025;24527,449
 07.07.2023 08:00:00; 07.07.2023 08:15:00;0,01;24527,459
 07.07.2023 08:15:00; 07.07.2023 08:30:00;0;24527,459
 07.07.2023 08:30:00; 07.07.2023 08:45:00;0;24527,459
 07.07.2023 08:45:00; 07.07.2023 09:00:00;0;24527,459
 07.07.2023 09:00:00; 07.07.2023 09:15:00;0,008;24527,467
 07.07.2023 09:15:00; 07.07.2023 09:30:00;0;24527,467
 07.07.2023 09:30:00; 07.07.2023 09:45:00;0;24527,467
 07.07.2023 09:45:00; 07.07.2023 10:00:00;0;24527,467
 07.07.2023 10:00:00; 07.07.2023 10:15:00;0;24527,467
 07.07.2023 10:15:00; 07.07.2023 10:30:00;0;24527,467
 07.07.2023 10:30:00; 07.07.2023 10:45:00;0;24527,467
 07.07.2023 10:45:00; 07.07.2023 11:00:00;0;24527,467
 07.07.2023 11:00:00; 07.07.2023 11:15:00;0;24527,467
 07.07.2023 11:15:00; 07.07.2023 11:30:00;0;24527,467
 07.07.2023 11:30:00; 07.07.2023 11:45:00;0,003;24527,47
 07.07.2023 11:45:00; 07.07.2023 12:00:00;0;24527,47
 07.07.2023 12:00:00; 07.07.2023 12:15:00;0;24527,47
 07.07.2023 12:15:00; 07.07.2023 12:30:00;0;24527,47
 07.07.2023 12:30:00; 07.07.2023 12:45:00;0;24527,47
 07.07.2023 12:45:00; 07.07.2023 13:00:00;0;24527,47
 07.07.2023 13:00:00; 07.07.2023 13:15:00;0;24527,47
 07.07.2023 13:15:00; 07.07.2023 13:30:00;0;24527,47
 07.07.2023 13:30:00; 07.07.2023 13:45:00;0;24527,47
 07.07.2023 13:45:00; 07.07.2023 14:00:00;0;24527,47
 07.07.2023 14:00:00; 07.07.2023 14:15:00;0;24527,47
 07.07.2023 14:15:00; 07.07.2023 14:30:00;0;24527,47
 07.07.2023 14:30:00; 07.07.2023 14:45:00;0;24527,47
 07.07.2023 14:45:00; 07.07.2023 15:00:00;0;24527,47
 07.07.2023 15:00:00; 07.07.2023 15:15:00;0;24527,47
 07.07.2023 15:15:00; 07.07.2023 15:30:00;0;24527,47
 07.07.2023 15:30:00; 07.07.2023 15:45:00;0;24527,47
 07.07.2023 15:45:00; 07.07.2023 16:00:00;0;24527,47
 07.07.2023 16:00:00; 07.07.2023 16:15:00;0;24527,47
 07.07.2023 16:15:00; 07.07.2023 16:30:00;0;24527,47
 07.07.2023 16:30:00; 07.07.2023 16:45:00;0;24527,47
 07.07.2023 16:45:00; 07.07.2023 17:00:00;0;24527,47
 07.07.2023 17:00:00; 07.07.2023 17:15:00;0;24527,47
 07.07.2023 17:15:00; 07.07.2023 17:30:00;0;24527,47
 07.07.2023 17:30:00; 07.07.2023 17:45:00;0;24527,47
 07.07.2023 17:45:00; 07.07.2023 18:00:00;0;24527,47
 07.07.2023 18:00:00; 07.07.2023 18:15:00;0;24527,47
 07.07.2023 18:15:00; 07.07.2023 18:30:00;0;24527,47
 07.07.2023 18:30:00; 07.07.2023 18:45:00;0;24527,47
 07.07.2023 18:45:00; 07.07.2023 19:00:00;0;24527,47
 07.07.2023 19:00:00; 07.07.2023 19:15:00;0;24527,47
 07.07.2023 19:15:00; 07.07.2023 19:30:00;0;24527,47
 07.07.2023 19:30:00; 07.07.2023 19:45:00;0;24527,47
 07.07.2023 19:45:00; 07.07.2023 20:00:00;0;24527,47
 07.07.2023 20:00:00; 07.07.2023 20:15:00;0,004;24527,474
 07.07.2023 20:15:00; 07.07.2023 20:30:00;0,051;24527,525
 07.07.2023 20:30:00; 07.07.2023 20:45:00;0,054;24527,579
 07.07.2023 20:45:00; 07.07.2023 21:00:00;0,058;24527,637
 07.07.2023 21:00:00; 07.07.2023 21:15:00;0,072;24527,709
 07.07.2023 21:15:00; 07.07.2023 21:30:00;0,098;24527,807
 07.07.2023 21:30:00; 07.07.2023 21:45:00;0,103;24527,91
 07.07.2023 21:45:00; 07.07.2023 22:00:00;0,152;24528,062
 07.07.2023 22:00:00; 07.07.2023 22:15:00;0,143;24528,205
 07.07.2023 22:15:00; 07.07.2023 22:30:00;0,147;24528,352
 07.07.2023 22:30:00; 07.07.2023 22:45:00;0,12;24528,472
 07.07.2023 22:45:00; 07.07.2023 23:00:00;0,085;24528,557
 07.07.2023 23:00:00; 07.07.2023 23:15:00;0,084;24528,641
 07.07.2023 23:15:00; 07.07.2023 23:30:00;0,08;24528,721
 07.07.2023 23:30:00; 07.07.2023 23:45:00;0,091;24528,812
 07.07.2023 23:45:00; 08.07.2023 00:00:00;0,075;24528,887
 08.07.2023 00:00:00; 08.07.2023 00:15:00;0,082;24528,969
 08.07.2023 00:15:00; 08.07.2023 00:30:00;0,073;24529,042
 08.07.2023 00:30:00; 08.07.2023 00:45:00;0,079;24529,121
 08.07.2023 00:45:00; 08.07.2023 01:00:00;0,069;24529,19
 08.07.2023 01:00:00; 08.07.2023 01:15:00;0,056;24529,246
 08.07.2023 01:15:00; 08.07.2023 01:30:00;0,064;24529,31
 08.07.2023 01:30:00; 08.07.2023 01:45:00;0,053;24529,363
 08.07.2023 01:45:00; 08.07.2023 02:00:00;0,075;24529,438
 08.07.2023 02:00:00; 08.07.2023 02:15:00;0,074;24529,512
 08.07.2023 02:15:00; 08.07.2023 02:30:00;0,075;24529,587
 08.07.2023 02:30:00; 08.07.2023 02:45:00;0,063;24529,65
 08.07.2023 02:45:00; 08.07.2023 03:00:00;0,06;24529,71
 08.07.2023 03:00:00; 08.07.2023 03:15:00;0,063;24529,773
 08.07.2023 03:15:00; 08.07.2023 03:30:00;0,058;24529,831
 08.07.2023 03:30:00; 08.07.2023 03:45:00;0,086;24529,917
 08.07.2023 03:45:00; 08.07.2023 04:00:00;0,074;24529,991
 08.07.2023 04:00:00; 08.07.2023 04:15:00;0,073;24530,064
 08.07.2023 04:15:00; 08.07.2023 04:30:00;0,057;24530,121
 08.07.2023 04:30:00; 08.07.2023 04:45:00;0,055;24530,176
 08.07.2023 04:45:00; 08.07.2023 05:00:00;0,062;24530,238
 08.07.2023 05:00:00; 08.07.2023 05:15:00;0,063;24530,301
 08.07.2023 05:15:00; 08.07.2023 05:30:00;0,071;24530,372
 08.07.2023 05:30:00; 08.07.2023 05:45:00;0,054;24530,426
 08.07.2023 05:45:00; 08.07.2023 06:00:00;0,035;24530,461
 08.07.2023 06:00:00; 08.07.2023 06:15:00;0,016;24530,477
 08.07.2023 06:15:00; 08.07.2023 06:30:00;0,001;24530,478
 08.07.2023 06:30:00; 08.07.2023 06:45:00;0;24530,478
 08.07.2023 06:45:00; 08.07.2023 07:00:00;0,001;24530,479
 08.07.2023 07:00:00; 08.07.2023 07:15:00;0;24530,479
 08.07.2023 07:15:00; 08.07.2023 07:30:00;0;24530,479
 08.07.2023 07:30:00; 08.07.2023 07:45:00;0;24530,479
 08.07.2023 07:45:00; 08.07.2023 08:00:00;0;24530,479
 08.07.2023 08:00:00; 08.07.2023 08:15:00;0;24530,479
 08.07.2023 08:15:00; 08.07.2023 08:30:00;0;24530,479
 08.07.2023 08:30:00; 08.07.2023 08:45:00;0;24530,479
 08.07.2023 08:45:00; 08.07.2023 09:00:00;0;24530,479
 08.07.2023 09:00:00; 08.07.2023 09:15:00;0;24530,479
 08.07.2023 09:15:00; 08.07.2023 09:30:00;0;24530,479
 08.07.2023 09:30:00; 08.07.2023 09:45:00;0;24530,479
 08.07.2023 09:45:00; 08.07.2023 10:00:00;0;24530,479
 08.07.2023 10:00:00; 08.07.2023 10:15:00;0;24530,479
 08.07.2023 10:15:00; 08.07.2023 10:30:00;0;24530,479
 08.07.2023 10:30:00; 08.07.2023 10:45:00;0;24530,479
 08.07.2023 10:45:00; 08.07.2023 11:00:00;0;24530,479
 08.07.2023 11:00:00; 08.07.2023 11:15:00;0;24530,479
 08.07.2023 11:15:00; 08.07.2023 11:30:00;0;24530,479
 08.07.2023 11:30:00; 08.07.2023 11:45:00;0,264;24530,743
 08.07.2023 11:45:00; 08.07.2023 12:00:00;0,065;24530,808
 08.07.2023 12:00:00; 08.07.2023 12:15:00;0,004;24530,812
 08.07.2023 12:15:00; 08.07.2023 12:30:00;0;24530,812
 08.07.2023 12:30:00; 08.07.2023 12:45:00;0;24530,812
 08.07.2023 12:45:00; 08.07.2023 13:00:00;0;24530,812
 08.07.2023 13:00:00; 08.07.2023 13:15:00;0;24530,812
 08.07.2023 13:15:00; 08.07.2023 13:30:00;0;24530,812
 08.07.2023 13:30:00; 08.07.2023 13:45:00;0,021;24530,833
 08.07.2023 13:45:00; 08.07.2023 14:00:00;0,009;24530,842
 08.07.2023 14:00:00; 08.07.2023 14:15:00;0;24530,842
 08.07.2023 14:15:00; 08.07.2023 14:30:00;0;24530,842
 08.07.2023 14:30:00; 08.07.2023 14:45:00;0;24530,842
 08.07.2023 14:45:00; 08.07.2023 15:00:00;0;24530,842
 08.07.2023 15:00:00; 08.07.2023 15:15:00;0;24530,842
 08.07.2023 15:15:00; 08.07.2023 15:30:00;0;24530,842
 08.07.2023 15:30:00; 08.07.2023 15:45:00;0;24530,842
 08.07.2023 15:45:00; 08.07.2023 16:00:00;0;24530,842
 08.07.2023 16:00:00; 08.07.2023 16:15:00;0;24530,842
 08.07.2023 16:15:00; 08.07.2023 16:30:00;0;24530,842
 08.07.2023 16:30:00; 08.07.2023 16:45:00;0;24530,842
 08.07.2023 16:45:00; 08.07.2023 17:00:00;0;24530,842
 08.07.2023 17:00:00; 08.07.2023 17:15:00;0;24530,842
 08.07.2023 17:15:00; 08.07.2023 17:30:00;0;24530,842
 08.07.2023 17:30:00; 08.07.2023 17:45:00;0;24530,842
 08.07.2023 17:45:00; 08.07.2023 18:00:00;0;24530,842
 08.07.2023 18:00:00; 08.07.2023 18:15:00;0;24530,842
 08.07.2023 18:15:00; 08.07.2023 18:30:00;0;24530,842
 08.07.2023 18:30:00; 08.07.2023 18:45:00;0,17;24531,012
 08.07.2023 18:45:00; 08.07.2023 19:00:00;0,239;24531,251
 08.07.2023 19:00:00; 08.07.2023 19:15:00;0,112;24531,363
 08.07.2023 19:15:00; 08.07.2023 19:30:00;0,1;24531,463
 08.07.2023 19:30:00; 08.07.2023 19:45:00;0,023;24531,486
 08.07.2023 19:45:00; 08.07.2023 20:00:00;0,005;24531,491
 08.07.2023 20:00:00; 08.07.2023 20:15:00;0,023;24531,514
 08.07.2023 20:15:00; 08.07.2023 20:30:00;0,052;24531,566
 08.07.2023 20:30:00; 08.07.2023 20:45:00;0,053;24531,619
 08.07.2023 20:45:00; 08.07.2023 21:00:00;0,081;24531,7
 08.07.2023 21:00:00; 08.07.2023 21:15:00;0,056;24531,756
 08.07.2023 21:15:00; 08.07.2023 21:30:00;0,085;24531,841
 08.07.2023 21:30:00; 08.07.2023 21:45:00;0,14;24531,981
 08.07.2023 21:45:00; 08.07.2023 22:00:00;0,137;24532,118
 08.07.2023 22:00:00; 08.07.2023 22:15:00;0,136;24532,254
 08.07.2023 22:15:00; 08.07.2023 22:30:00;0,065;24532,319
 08.07.2023 22:30:00; 08.07.2023 22:45:00;0,064;24532,383
 08.07.2023 22:45:00; 08.07.2023 23:00:00;0,057;24532,44
 08.07.2023 23:00:00; 08.07.2023 23:15:00;0,079;24532,519
