PLZ Ort, Adresse [Zählpunktnummer];;;PLZ Ort, Adresse [Zählpunktnummer];;
Zählpunktnummer;;;Zählpunktnummer;;
Strom - Wirkenergie (kWh);;;Strom - Wirkenergie (kWh);;
kWh;;;kWh;;
DATE_FROM;DATE_TO;VALUE;DATE_FROM;DATE_TO;VALUE
;;;04.11.2023 13:00;04.11.2023 13:14;0,021
;;;04.11.2023 13:15;04.11.2023 13:29;0,062
;;;04.11.2023 13:30;04.11.2023 13:44;0,053
;;;04.11.2023 13:45;04.11.2023 13:59;0,043
;;;04.11.2023 14:00;04.11.2023 14:14;0,023
;;;04.11.2023 14:15;04.11.2023 14:29;0,049
;;;04.11.2023 14:30;04.11.2023 14:44;0,071
;;;04.11.2023 14:45;04.11.2023 14:59;0,071
;;;04.11.2023 15:00;04.11.2023 15:14;0,07
;;;04.11.2023 15:15;04.11.2023 15:29;0,07
;;;04.11.2023 15:30;04.11.2023 15:44;0,081
;;;04.11.2023 15:45;04.11.2023 15:59;0,063
;;;04.11.2023 16:00;04.11.2023 16:14;0,222
;;;04.11.2023 16:15;04.11.2023 16:29;0,218
;;;04.11.2023 16:30;04.11.2023 16:44;0,2
;;;04.11.2023 16:45;04.11.2023 16:59;0,197
;;;04.11.2023 17:00;04.11.2023 17:14;0,201
;;;04.11.2023 17:15;04.11.2023 17:29;0,201
;;;04.11.2023 17:30;04.11.2023 17:44;0,192
;;;04.11.2023 17:45;04.11.2023 17:59;0,213
;;;04.11.2023 18:00;04.11.2023 18:14;0,201
;;;04.11.2023 18:15;04.11.2023 18:29;0,202
;;;04.11.2023 18:30;04.11.2023 18:44;0,204
;;;04.11.2023 18:45;04.11.2023 18:59;0,229
;;;04.11.2023 19:00;04.11.2023 19:14;0,864
;;;04.11.2023 19:15;04.11.2023 19:29;0,891
;;;04.11.2023 19:30;04.11.2023 19:44;0,909
;;;04.11.2023 19:45;04.11.2023 19:59;0,672
;;;04.11.2023 20:00;04.11.2023 20:14;0,763
;;;04.11.2023 20:15;04.11.2023 20:29;0,443
;;;04.11.2023 20:30;04.11.2023 20:44;0,562
;;;04.11.2023 20:45;04.11.2023 20:59;0,476
;;;04.11.2023 21:00;04.11.2023 21:14;0,465
;;;04.11.2023 21:15;04.11.2023 21:29;0,422
;;;04.11.2023 21:30;04.11.2023 21:44;0,417
;;;04.11.2023 21:45;04.11.2023 21:59;0,438
;;;04.11.2023 22:00;04.11.2023 22:14;0,334
;;;04.11.2023 22:15;04.11.2023 22:29;0,337
;;;04.11.2023 22:30;04.11.2023 22:44;0,333
;;;04.11.2023 22:45;04.11.2023 22:59;0,299
;;;04.11.2023 23:00;04.11.2023 23:14;0,307
;;;04.11.2023 23:15;04.11.2023 23:29;0,282
;;;04.11.2023 23:30;04.11.2023 23:44;0,28
;;;04.11.2023 23:45;04.11.2023 23:59;0,287
;;;05.11.2023 00:00;05.11.2023 00:14;0,272
;;;05.11.2023 00:15;05.11.2023 00:29;0,293
;;;05.11.2023 00:30;05.11.2023 00:44;0,281
;;;05.11.2023 00:45;05.11.2023 00:59;0,235
;;;05.11.2023 01:00;05.11.2023 01:14;0,248
;;;05.11.2023 01:15;05.11.2023 01:29;0,235
;;;05.11.2023 01:30;05.11.2023 01:44;0,248
;;;05.11.2023 01:45;05.11.2023 01:59;0,248
;;;05.11.2023 02:00;05.11.2023 02:14;0,236
;;;05.11.2023 02:15;05.11.2023 02:29;0,245
;;;05.11.2023 02:30;05.11.2023 02:44;0,238
;;;05.11.2023 02:45;05.11.2023 02:59;0,246
;;;05.11.2023 03:00;05.11.2023 03:14;0,251
;;;05.11.2023 03:15;05.11.2023 03:29;0,239
;;;05.11.2023 03:30;05.11.2023 03:44;0,242
;;;05.11.2023 03:45;05.11.2023 03:59;0,244
;;;05.11.2023 04:00;05.11.2023 04:14;0,24
;;;05.11.2023 04:15;05.11.2023 04:29;0,259
;;;05.11.2023 04:30;05.11.2023 04:44;0,244
;;;05.11.2023 04:45;05.11.2023 04:59;0,292
;;;05.11.2023 05:00;05.11.2023 05:14;0,245
;;;05.11.2023 05:15;05.11.2023 05:29;0,25
;;;05.11.2023 05:30;05.11.2023 05:44;0,262
;;;05.11.2023 05:45;05.11.2023 05:59;0,258
;;;05.11.2023 06:00;05.11.2023 06:14;0,245
;;;05.11.2023 06:15;05.11.2023 06:29;0,253
;;;05.11.2023 06:30;05.11.2023 06:44;0,24
;;;05.11.2023 06:45;05.11.2023 06:59;0,253
;;;05.11.2023 07:00;05.11.2023 07:14;0,251
;;;05.11.2023 07:15;05.11.2023 07:29;0,245
;;;05.11.2023 07:30;05.11.2023 07:44;0,255
;;;05.11.2023 07:45;05.11.2023 07:59;0,233
;;;05.11.2023 08:00;05.11.2023 08:14;0,251
;;;05.11.2023 08:15;05.11.2023 08:29;0,38
;;;05.11.2023 08:30;05.11.2023 08:44;0,722
;;;05.11.2023 08:45;05.11.2023 08:59;0,295
;;;05.11.2023 09:00;05.11.2023 09:14;0,17
;;;05.11.2023 09:15;05.11.2023 09:29;0,134
;;;05.11.2023 09:30;05.11.2023 09:44;0,27
;;;05.11.2023 09:45;05.11.2023 09:59;0,04
;;;05.11.2023 10:00;05.11.2023 10:14;0,031
;;;05.11.2023 10:15;05.11.2023 10:29;0,052
;;;05.11.2023 10:30;05.11.2023 10:44;0,257
;;;05.11.2023 10:45;05.11.2023 10:59;0,38
;;;05.11.2023 11:00;05.11.2023 11:14;0,704
;;;05.11.2023 11:15;05.11.2023 11:29;0,421
;;;05.11.2023 11:30;05.11.2023 11:44;0,127
;;;05.11.2023 11:45;05.11.2023 11:59;0,03
;;;05.11.2023 12:00;05.11.2023 12:14;0,031
;;;05.11.2023 12:15;05.11.2023 12:29;0,005
;;;05.11.2023 12:30;05.11.2023 12:44;0,011
;;;05.11.2023 12:45;05.11.2023 12:59;0,02
;;;05.11.2023 13:00;05.11.2023 13:14;0,61
;;;05.11.2023 13:15;05.11.2023 13:29;0,593
;;;05.11.2023 13:30;05.11.2023 13:44;0,012
;;;05.11.2023 13:45;05.11.2023 13:59;0,001
;;;05.11.2023 14:00;05.11.2023 14:14;0,001
;;;05.11.2023 14:15;05.11.2023 14:29;0,08
;;;05.11.2023 14:30;05.11.2023 14:44;0,016
;;;05.11.2023 14:45;05.11.2023 14:59;0,002
;;;05.11.2023 15:00;05.11.2023 15:14;0,003
;;;05.11.2023 15:15;05.11.2023 15:29;0
;;;05.11.2023 15:30;05.11.2023 15:44;0,001
;;;05.11.2023 15:45;05.11.2023 15:59;0,003
;;;05.11.2023 16:00;05.11.2023 16:14;0,158
;;;05.11.2023 16:15;05.11.2023 16:29;0,407
;;;05.11.2023 16:30;05.11.2023 16:44;0,383
;;;05.11.2023 16:45;05.11.2023 16:59;0,732
;;;05.11.2023 17:00;05.11.2023 17:14;0,546
;;;05.11.2023 17:15;05.11.2023 17:29;0,731
;;;05.11.2023 17:30;05.11.2023 17:44;0,377
;;;05.11.2023 17:45;05.11.2023 17:59;0,331
;;;05.11.2023 18:00;05.11.2023 18:14;0,328
;;;05.11.2023 18:15;05.11.2023 18:29;0,314
;;;05.11.2023 18:30;05.11.2023 18:44;0,294
;;;05.11.2023 18:45;05.11.2023 18:59;0,493
;;;05.11.2023 19:00;05.11.2023 19:14;0,303
;;;05.11.2023 19:15;05.11.2023 19:29;0,316
;;;05.11.2023 19:30;05.11.2023 19:44;0,303
;;;05.11.2023 19:45;05.11.2023 19:59;0,315
;;;05.11.2023 20:00;05.11.2023 20:14;0,429
;;;05.11.2023 20:15;05.11.2023 20:29;0,287
;;;05.11.2023 20:30;05.11.2023 20:44;0,306
;;;05.11.2023 20:45;05.11.2023 20:59;0,292
;;;05.11.2023 21:00;05.11.2023 21:14;0,297
;;;05.11.2023 21:15;05.11.2023 21:29;0,306
;;;05.11.2023 21:30;05.11.2023 21:44;0,295
;;;05.11.2023 21:45;05.11.2023 21:59;0,311
;;;05.11.2023 22:00;05.11.2023 22:14;0,3
;;;05.11.2023 22:15;05.11.2023 22:29;0,37
;;;05.11.2023 22:30;05.11.2023 22:44;0,381
;;;05.11.2023 22:45;05.11.2023 22:59;0,303
;;;05.11.2023 23:00;05.11.2023 23:14;0,253
;;;05.11.2023 23:15;05.11.2023 23:29;0,215
;;;05.11.2023 23:30;05.11.2023 23:44;0,203
;;;05.11.2023 23:45;05.11.2023 23:59;0,21
;;;06.11.2023 00:00;06.11.2023 00:14;0,198
;;;06.11.2023 00:15;06.11.2023 00:29;0,204
;;;06.11.2023 00:30;06.11.2023 00:44;0,214
;;;06.11.2023 00:45;06.11.2023 00:59;0,206
;;;06.11.2023 01:00;06.11.2023 01:14;0,209
;;;06.11.2023 01:15;06.11.2023 01:29;0,202
;;;06.11.2023 01:30;06.11.2023 01:44;0,195
;;;06.11.2023 01:45;06.11.2023 01:59;0,218
;;;06.11.2023 02:00;06.11.2023 02:14;0,208
;;;06.11.2023 02:15;06.11.2023 02:29;0,213
;;;06.11.2023 02:30;06.11.2023 02:44;0,281
;;;06.11.2023 02:45;06.11.2023 02:59;0,336
;;;06.11.2023 03:00;06.11.2023 03:14;0,355
;;;06.11.2023 03:15;06.11.2023 03:29;0,341
;;;06.11.2023 03:30;06.11.2023 03:44;0,328
;;;06.11.2023 03:45;06.11.2023 03:59;0,413
;;;06.11.2023 04:00;06.11.2023 04:14;0,295
;;;06.11.2023 04:15;06.11.2023 04:29;0,336
;;;06.11.2023 04:30;06.11.2023 04:44;0,321
;;;06.11.2023 04:45;06.11.2023 04:59;0,359
;;;06.11.2023 05:00;06.11.2023 05:14;0,319
;;;06.11.2023 05:15;06.11.2023 05:29;0,333
;;;06.11.2023 05:30;06.11.2023 05:44;0,297
;;;06.11.2023 05:45;06.11.2023 05:59;0,428
;;;06.11.2023 06:00;06.11.2023 06:14;0,328
;;;06.11.2023 06:15;06.11.2023 06:29;0,333
;;;06.11.2023 06:30;06.11.2023 06:44;0,514
;;;06.11.2023 06:45;06.11.2023 06:59;0,535
;;;06.11.2023 07:00;06.11.2023 07:14;0,429
;;;06.11.2023 07:15;06.11.2023 07:29;0,337
;;;06.11.2023 07:30;06.11.2023 07:44;0,471
;;;06.11.2023 07:45;06.11.2023 07:59;0,454
;;;06.11.2023 08:00;06.11.2023 08:14;0,363
;;;06.11.2023 08:15;06.11.2023 08:29;0,262
;;;06.11.2023 08:30;06.11.2023 08:44;0,326
;;;06.11.2023 08:45;06.11.2023 08:59;0,22
;;;06.11.2023 09:00;06.11.2023 09:14;0,137
;;;06.11.2023 09:15;06.11.2023 09:29;0,14
;;;06.11.2023 09:30;06.11.2023 09:44;0,119
;;;06.11.2023 09:45;06.11.2023 09:59;0,021
;;;06.11.2023 10:00;06.11.2023 10:14;0,054
;;;06.11.2023 10:15;06.11.2023 10:29;0,254
;;;06.11.2023 10:30;06.11.2023 10:44;0,269
;;;06.11.2023 10:45;06.11.2023 10:59;0
;;;06.11.2023 11:00;06.11.2023 11:14;0
;;;06.11.2023 11:15;06.11.2023 11:29;0,002
;;;06.11.2023 11:30;06.11.2023 11:44;0
;;;06.11.2023 11:45;06.11.2023 11:59;0
;;;06.11.2023 12:00;06.11.2023 12:14;0,031
;;;06.11.2023 12:15;06.11.2023 12:29;0,152
;;;06.11.2023 12:30;06.11.2023 12:44;0,071
;;;06.11.2023 12:45;06.11.2023 12:59;0,001
;;;06.11.2023 13:00;06.11.2023 13:14;0,244
;;;06.11.2023 13:15;06.11.2023 13:29;0,61
;;;06.11.2023 13:30;06.11.2023 13:44;0,537
;;;06.11.2023 13:45;06.11.2023 13:59;0,028
;;;06.11.2023 14:00;06.11.2023 14:14;0
;;;06.11.2023 14:15;06.11.2023 14:29;0,001
;;;06.11.2023 14:30;06.11.2023 14:44;0
;;;06.11.2023 14:45;06.11.2023 14:59;0
;;;06.11.2023 15:00;06.11.2023 15:14;0
;;;06.11.2023 15:15;06.11.2023 15:29;0,014
;;;06.11.2023 15:30;06.11.2023 15:44;0,003
;;;06.11.2023 15:45;06.11.2023 15:59;0,003
;;;06.11.2023 16:00;06.11.2023 16:14;0,001
;;;06.11.2023 16:15;06.11.2023 16:29;0,003
;;;06.11.2023 16:30;06.11.2023 16:44;0
;;;06.11.2023 16:45;06.11.2023 16:59;0,01
;;;06.11.2023 17:00;06.11.2023 17:14;0,16
;;;06.11.2023 17:15;06.11.2023 17:29;0,307
;;;06.11.2023 17:30;06.11.2023 17:44;0,211
;;;06.11.2023 17:45;06.11.2023 17:59;0,219
;;;06.11.2023 18:00;06.11.2023 18:14;0,196
;;;06.11.2023 18:15;06.11.2023 18:29;0,604
;;;06.11.2023 18:30;06.11.2023 18:44;1,063
;;;06.11.2023 18:45;06.11.2023 18:59;0,991
;;;06.11.2023 19:00;06.11.2023 19:14;0,965
;;;06.11.2023 19:15;06.11.2023 19:29;0,673
;;;06.11.2023 19:30;06.11.2023 19:44;0,543
;;;06.11.2023 19:45;06.11.2023 19:59;0,487
;;;06.11.2023 20:00;06.11.2023 20:14;0,448
;;;06.11.2023 20:15;06.11.2023 20:29;0,488
;;;06.11.2023 20:30;06.11.2023 20:44;0,37
;;;06.11.2023 20:45;06.11.2023 20:59;0,393
;;;06.11.2023 21:00;06.11.2023 21:14;0,428
;;;06.11.2023 21:15;06.11.2023 21:29;0,221
;;;06.11.2023 21:30;06.11.2023 21:44;0,315
;;;06.11.2023 21:45;06.11.2023 21:59;0,237
;;;06.11.2023 22:00;06.11.2023 22:14;0,321
;;;06.11.2023 22:15;06.11.2023 22:29;0,312
;;;06.11.2023 22:30;06.11.2023 22:44;0,287
;;;06.11.2023 22:45;06.11.2023 22:59;0,278
;;;06.11.2023 23:00;06.11.2023 23:14;0,234
;;;06.11.2023 23:15;06.11.2023 23:29;0,228
;;;06.11.2023 23:30;06.11.2023 23:44;0,24
;;;06.11.2023 23:45;06.11.2023 23:59;0,214
;;;07.11.2023 00:00;07.11.2023 00:14;0,13
;;;07.11.2023 00:15;07.11.2023 00:29;0,158
;;;07.11.2023 00:30;07.11.2023 00:44;0,168
;;;07.11.2023 00:45;07.11.2023 00:59;0,186
;;;07.11.2023 01:00;07.11.2023 01:14;0,175
;;;07.11.2023 01:15;07.11.2023 01:29;0,176
;;;07.11.2023 01:30;07.11.2023 01:44;0,193
;;;07.11.2023 01:45;07.11.2023 01:59;0,182
;;;07.11.2023 02:00;07.11.2023 02:14;0,184
;;;07.11.2023 02:15;07.11.2023 02:29;0,179
;;;07.11.2023 02:30;07.11.2023 02:44;0,174
;;;07.11.2023 02:45;07.11.2023 02:59;0,186
;;;07.11.2023 03:00;07.11.2023 03:14;0,185
;;;07.11.2023 03:15;07.11.2023 03:29;0,179
;;;07.11.2023 03:30;07.11.2023 03:44;0,181
;;;07.11.2023 03:45;07.11.2023 03:59;0,165
;;;07.11.2023 04:00;07.11.2023 04:14;0,189
;;;07.11.2023 04:15;07.11.2023 04:29;0,176
;;;07.11.2023 04:30;07.11.2023 04:44;0,173
;;;07.11.2023 04:45;07.11.2023 04:59;0,179
;;;07.11.2023 05:00;07.11.2023 05:14;0,164
;;;07.11.2023 05:15;07.11.2023 05:29;0,183
;;;07.11.2023 05:30;07.11.2023 05:44;0,178
;;;07.11.2023 05:45;07.11.2023 05:59;0,189
;;;07.11.2023 06:00;07.11.2023 06:14;0,176
;;;07.11.2023 06:15;07.11.2023 06:29;0,169
;;;07.11.2023 06:30;07.11.2023 06:44;0,211
;;;07.11.2023 06:45;07.11.2023 06:59;0,34
;;;07.11.2023 07:00;07.11.2023 07:14;0,262
;;;07.11.2023 07:15;07.11.2023 07:29;0,246
;;;07.11.2023 07:30;07.11.2023 07:44;0,442
;;;07.11.2023 07:45;07.11.2023 07:59;0,496
;;;07.11.2023 08:00;07.11.2023 08:14;0,733
;;;07.11.2023 08:15;07.11.2023 08:29;0,559
;;;07.11.2023 08:30;07.11.2023 08:44;0,531
;;;07.11.2023 08:45;07.11.2023 08:59;0,437
;;;07.11.2023 09:00;07.11.2023 09:14;0,64
;;;07.11.2023 09:15;07.11.2023 09:29;0,511
;;;07.11.2023 09:30;07.11.2023 09:44;0,4
;;;07.11.2023 09:45;07.11.2023 09:59;0,351
;;;07.11.2023 10:00;07.11.2023 10:14;0,37
;;;07.11.2023 10:15;07.11.2023 10:29;0,29
;;;07.11.2023 10:30;07.11.2023 10:44;0,31
;;;07.11.2023 10:45;07.11.2023 10:59;0,291
;;;07.11.2023 11:00;07.11.2023 11:14;0,254
;;;07.11.2023 11:15;07.11.2023 11:29;0,179
;;;07.11.2023 11:30;07.11.2023 11:44;0,147
;;;07.11.2023 11:45;07.11.2023 11:59;0,162
;;;07.11.2023 12:00;07.11.2023 12:14;0,158
;;;07.11.2023 12:15;07.11.2023 12:29;0,22
;;;07.11.2023 12:30;07.11.2023 12:44;0,163
;;;07.11.2023 12:45;07.11.2023 12:59;0,032
;;;07.11.2023 13:00;07.11.2023 13:14;0,378
;;;07.11.2023 13:15;07.11.2023 13:29;0,819
;;;07.11.2023 13:30;07.11.2023 13:44;0,524
;;;07.11.2023 13:45;07.11.2023 13:59;0,06
;;;07.11.2023 14:00;07.11.2023 14:14;0,086
;;;07.11.2023 14:15;07.11.2023 14:29;0,067
;;;07.11.2023 14:30;07.11.2023 14:44;0,096
;;;07.11.2023 14:45;07.11.2023 14:59;0,069
;;;07.11.2023 15:00;07.11.2023 15:14;0,094
;;;07.11.2023 15:15;07.11.2023 15:29;0,126
;;;07.11.2023 15:30;07.11.2023 15:44;0,153
;;;07.11.2023 15:45;07.11.2023 15:59;0,196
;;;07.11.2023 16:00;07.11.2023 16:14;0,265
;;;07.11.2023 16:15;07.11.2023 16:29;0,24
;;;07.11.2023 16:30;07.11.2023 16:44;0,388
;;;07.11.2023 16:45;07.11.2023 16:59;0,799
;;;07.11.2023 17:00;07.11.2023 17:14;0,556
;;;07.11.2023 17:15;07.11.2023 17:29;0,563
;;;07.11.2023 17:30;07.11.2023 17:44;0,447
;;;07.11.2023 17:45;07.11.2023 17:59;0,384
;;;07.11.2023 18:00;07.11.2023 18:14;0,791
;;;07.11.2023 18:15;07.11.2023 18:29;0,739
;;;07.11.2023 18:30;07.11.2023 18:44;0,662
;;;07.11.2023 18:45;07.11.2023 18:59;0,592
;;;07.11.2023 19:00;07.11.2023 19:14;0,49
;;;07.11.2023 19:15;07.11.2023 19:29;0,372
;;;07.11.2023 19:30;07.11.2023 19:44;0,369
;;;07.11.2023 19:45;07.11.2023 19:59;0,299
;;;07.11.2023 20:00;07.11.2023 20:14;0,252
;;;07.11.2023 20:15;07.11.2023 20:29;0,242
;;;07.11.2023 20:30;07.11.2023 20:44;0,346
;;;07.11.2023 20:45;07.11.2023 20:59;0,214
;;;07.11.2023 21:00;07.11.2023 21:14;0,166
;;;07.11.2023 21:15;07.11.2023 21:29;0,171
;;;07.11.2023 21:30;07.11.2023 21:44;0,168
;;;07.11.2023 21:45;07.11.2023 21:59;0,165
;;;07.11.2023 22:00;07.11.2023 22:14;0,181
;;;07.11.2023 22:15;07.11.2023 22:29;0,183
;;;07.11.2023 22:30;07.11.2023 22:44;0,224
;;;07.11.2023 22:45;07.11.2023 22:59;0,161
;;;07.11.2023 23:00;07.11.2023 23:14;0,142
;;;07.11.2023 23:15;07.11.2023 23:29;0,155
;;;07.11.2023 23:30;07.11.2023 23:44;0,137
;;;07.11.2023 23:45;07.11.2023 23:59;0,18
;;;08.11.2023 00:00;08.11.2023 00:14;0,154
;;;08.11.2023 00:15;08.11.2023 00:29;0,137
;;;08.11.2023 00:30;08.11.2023 00:44;0,155
;;;08.11.2023 00:45;08.11.2023 00:59;0,146
;;;08.11.2023 01:00;08.11.2023 01:14;0,151
;;;08.11.2023 01:15;08.11.2023 01:29;0,146
;;;08.11.2023 01:30;08.11.2023 01:44;0,141
;;;08.11.2023 01:45;08.11.2023 01:59;0,169
;;;08.11.2023 02:00;08.11.2023 02:14;0,256
;;;08.11.2023 02:15;08.11.2023 02:29;0,249
;;;08.11.2023 02:30;08.11.2023 02:44;0,258
;;;08.11.2023 02:45;08.11.2023 02:59;0,277
;;;08.11.2023 03:00;08.11.2023 03:14;0,281
;;;08.11.2023 03:15;08.11.2023 03:29;0,295
;;;08.11.2023 03:30;08.11.2023 03:44;0,278
;;;08.11.2023 03:45;08.11.2023 03:59;0,294
;;;08.11.2023 04:00;08.11.2023 04:14;0,386
;;;08.11.2023 04:15;08.11.2023 04:29;0,317
;;;08.11.2023 04:30;08.11.2023 04:44;0,27
;;;08.11.2023 04:45;08.11.2023 04:59;0,257
;;;08.11.2023 05:00;08.11.2023 05:14;0,263
;;;08.11.2023 05:15;08.11.2023 05:29;0,254
;;;08.11.2023 05:30;08.11.2023 05:44;0,259
;;;08.11.2023 05:45;08.11.2023 05:59;0,286
;;;08.11.2023 06:00;08.11.2023 06:14;0,25
;;;08.11.2023 06:15;08.11.2023 06:29;0,184
;;;08.11.2023 06:30;08.11.2023 06:44;0,314
;;;08.11.2023 06:45;08.11.2023 06:59;0,311
;;;08.11.2023 07:00;08.11.2023 07:14;0,272
;;;08.11.2023 07:15;08.11.2023 07:29;0,246
;;;08.11.2023 07:30;08.11.2023 07:44;0,217
;;;08.11.2023 07:45;08.11.2023 07:59;0,184
;;;08.11.2023 08:00;08.11.2023 08:14;0,178
;;;08.11.2023 08:15;08.11.2023 08:29;0,198
;;;08.11.2023 08:30;08.11.2023 08:44;0,183
;;;08.11.2023 08:45;08.11.2023 08:59;0,177
;;;08.11.2023 09:00;08.11.2023 09:14;0,124
;;;08.11.2023 09:15;08.11.2023 09:29;0,047
;;;08.11.2023 09:30;08.11.2023 09:44;0,036
;;;08.11.2023 09:45;08.11.2023 09:59;0,015
;;;08.11.2023 10:00;08.11.2023 10:14;0
;;;08.11.2023 10:15;08.11.2023 10:29;0,001
;;;08.11.2023 10:30;08.11.2023 10:44;0,002
;;;08.11.2023 10:45;08.11.2023 10:59;0
;;;08.11.2023 11:00;08.11.2023 11:14;0
;;;08.11.2023 11:15;08.11.2023 11:29;0
;;;08.11.2023 11:30;08.11.2023 11:44;0
;;;08.11.2023 11:45;08.11.2023 11:59;0,001
;;;08.11.2023 12:00;08.11.2023 12:14;0
;;;08.11.2023 12:15;08.11.2023 12:29;0,004
;;;08.11.2023 12:30;08.11.2023 12:44;0,006
;;;08.11.2023 12:45;08.11.2023 12:59;0
;;;08.11.2023 13:00;08.11.2023 13:14;0,257
;;;08.11.2023 13:15;08.11.2023 13:29;0,603
;;;08.11.2023 13:30;08.11.2023 13:44;0,01
;;;08.11.2023 13:45;08.11.2023 13:59;0,004
;;;08.11.2023 14:00;08.11.2023 14:14;0,001
;;;08.11.2023 14:15;08.11.2023 14:29;0
;;;08.11.2023 14:30;08.11.2023 14:44;0,002
;;;08.11.2023 14:45;08.11.2023 14:59;0,003
;;;08.11.2023 15:00;08.11.2023 15:14;0,001
;;;08.11.2023 15:15;08.11.2023 15:29;0,038
;;;08.11.2023 15:30;08.11.2023 15:44;0,429
;;;08.11.2023 15:45;08.11.2023 15:59;0,001
;;;08.11.2023 16:00;08.11.2023 16:14;0
;;;08.11.2023 16:15;08.11.2023 16:29;0,016
;;;08.11.2023 16:30;08.11.2023 16:44;0,061
;;;08.11.2023 16:45;08.11.2023 16:59;0,093
;;;08.11.2023 17:00;08.11.2023 17:14;0,297
;;;08.11.2023 17:15;08.11.2023 17:29;0,824
;;;08.11.2023 17:30;08.11.2023 17:44;0,531
;;;08.11.2023 17:45;08.11.2023 17:59;0,524
;;;08.11.2023 18:00;08.11.2023 18:14;0,378
;;;08.11.2023 18:15;08.11.2023 18:29;0,531
;;;08.11.2023 18:30;08.11.2023 18:44;0,43
;;;08.11.2023 18:45;08.11.2023 18:59;0,404
;;;08.11.2023 19:00;08.11.2023 19:14;0,387
;;;08.11.2023 19:15;08.11.2023 19:29;0,531
;;;08.11.2023 19:30;08.11.2023 19:44;0,845
;;;08.11.2023 19:45;08.11.2023 19:59;0,445
;;;08.11.2023 20:00;08.11.2023 20:14;0,411
;;;08.11.2023 20:15;08.11.2023 20:29;0,346
;;;08.11.2023 20:30;08.11.2023 20:44;0,336
;;;08.11.2023 20:45;08.11.2023 20:59;0,333
;;;08.11.2023 21:00;08.11.2023 21:14;0,348
;;;08.11.2023 21:15;08.11.2023 21:29;0,397
;;;08.11.2023 21:30;08.11.2023 21:44;0,394
;;;08.11.2023 21:45;08.11.2023 21:59;0,446
;;;08.11.2023 22:00;08.11.2023 22:14;0,334
;;;08.11.2023 22:15;08.11.2023 22:29;0,327
;;;08.11.2023 22:30;08.11.2023 22:44;0,335
;;;08.11.2023 22:45;08.11.2023 22:59;0,305
;;;08.11.2023 23:00;08.11.2023 23:14;0,417
;;;08.11.2023 23:15;08.11.2023 23:29;0,347
;;;08.11.2023 23:30;08.11.2023 23:44;0,304
;;;08.11.2023 23:45;08.11.2023 23:59;0,276
;;;09.11.2023 00:00;09.11.2023 00:14;0,351
;;;09.11.2023 00:15;09.11.2023 00:29;0,36
;;;09.11.2023 00:30;09.11.2023 00:44;0,335
;;;09.11.2023 00:45;09.11.2023 00:59;0,329
;;;09.11.2023 01:00;09.11.2023 01:14;0,307
;;;09.11.2023 01:15;09.11.2023 01:29;0,416
;;;09.11.2023 01:30;09.11.2023 01:44;0,334
;;;09.11.2023 01:45;09.11.2023 01:59;0,274
;;;09.11.2023 02:00;09.11.2023 02:14;0,34
;;;09.11.2023 02:15;09.11.2023 02:29;0,355
;;;09.11.2023 02:30;09.11.2023 02:44;0,332
;;;09.11.2023 02:45;09.11.2023 02:59;0,305
;;;09.11.2023 03:00;09.11.2023 03:14;0,37
;;;09.11.2023 03:15;09.11.2023 03:29;0,357
;;;09.11.2023 03:30;09.11.2023 03:44;0,301
;;;09.11.2023 03:45;09.11.2023 03:59;0,294
;;;09.11.2023 04:00;09.11.2023 04:14;0,266
;;;09.11.2023 04:15;09.11.2023 04:29;0,325
;;;09.11.2023 04:30;09.11.2023 04:44;0,339
;;;09.11.2023 04:45;09.11.2023 04:59;0,321
;;;09.11.2023 05:00;09.11.2023 05:14;0,303
;;;09.11.2023 05:15;09.11.2023 05:29;0,264
;;;09.11.2023 05:30;09.11.2023 05:44;0,402
;;;09.11.2023 05:45;09.11.2023 05:59;0,32
;;;09.11.2023 06:00;09.11.2023 06:14;0,306
;;;09.11.2023 06:15;09.11.2023 06:29;0,306
;;;09.11.2023 06:30;09.11.2023 06:44;0,275
;;;09.11.2023 06:45;09.11.2023 06:59;0,509
;;;09.11.2023 07:00;09.11.2023 07:14;0,383
;;;09.11.2023 07:15;09.11.2023 07:29;0,379
;;;09.11.2023 07:30;09.11.2023 07:44;0,319
;;;09.11.2023 07:45;09.11.2023 07:59;0,333
;;;09.11.2023 08:00;09.11.2023 08:14;0,285
;;;09.11.2023 08:15;09.11.2023 08:29;0,287
;;;09.11.2023 08:30;09.11.2023 08:44;0,662
;;;09.11.2023 08:45;09.11.2023 08:59;0,41
;;;09.11.2023 09:00;09.11.2023 09:14;0,226
;;;09.11.2023 09:15;09.11.2023 09:29;0,085
;;;09.11.2023 09:30;09.11.2023 09:44;0,105
;;;09.11.2023 09:45;09.11.2023 09:59;0,089
;;;09.11.2023 10:00;09.11.2023 10:14;0,078
;;;09.11.2023 10:15;09.11.2023 10:29;0,055
;;;09.11.2023 10:30;09.11.2023 10:44;0,061
;;;09.11.2023 10:45;09.11.2023 10:59;0
;;;09.11.2023 11:00;09.11.2023 11:14;0
;;;09.11.2023 11:15;09.11.2023 11:29;0,023
;;;09.11.2023 11:30;09.11.2023 11:44;0
;;;09.11.2023 11:45;09.11.2023 11:59;0,004
;;;09.11.2023 12:00;09.11.2023 12:14;0
;;;09.11.2023 12:15;09.11.2023 12:29;0,01
